price,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old
404.0,3,2.0,2100,31550,1.0,0,0,3,8,2100,0,2010,0,200.6907,5.082999999999998,1860,18452
1355.0,4,4.5,3420,7440,3.0,0,0,3,9,3420,0,2014,0,200.6875,4.670000000000002,1360,5580
710.0,4,2.0,2040,5050,1.0,0,0,5,7,1160,880,1937,0,200.6885,4.676000000000002,2040,5050
591.5,3,2.5,1780,1487,3.0,0,0,3,8,1600,180,2006,0,200.6539,4.649000000000001,1780,1300
712.0,4,2.25,2920,17023,1.0,0,0,4,9,1690,1230,1977,0,200.5585,4.8660000000000005,2710,10681
203.9,2,1.0,1210,18700,1.0,0,0,4,7,1210,0,1940,0,200.3752,4.834000000000003,2250,10048
847.5,5,4.0,2980,4500,1.5,0,0,3,7,2070,910,1921,0,200.6736,4.677000000000007,1560,4225
239.0,2,1.0,940,5375,1.0,0,0,4,5,940,0,1952,0,200.4206,4.676000000000002,1200,7500
171.0,2,1.0,870,8487,1.0,0,0,4,6,870,0,1944,0,200.4955,4.76100000000001,1350,6850
295.0,1,0.75,740,1284,1.0,0,0,4,6,740,0,1928,0,200.6741,4.593999999999994,1430,3988
919.154,3,3.5,2940,6431,2.0,0,0,3,10,2940,0,2014,0,200.5818,4.952999999999988,2760,6695
321.0,1,2.0,1780,188465,2.0,0,0,3,10,1780,0,2001,0,200.4506,5.2320000000000135,1780,21094
275.0,3,1.0,1010,14510,1.0,0,0,5,7,1010,0,1974,0,200.3437,4.922000000000012,2020,44866
490.0,5,2.0,1910,5508,1.0,0,0,3,7,1020,890,1968,0,200.7074,4.6510000000000105,1030,7440
471.0,2,1.5,1140,1058,3.0,0,0,3,7,1140,0,2005,0,200.6608,4.667000000000002,1170,1116
191.0,3,1.75,1460,7967,1.0,0,0,3,7,1040,420,1977,0,200.3199,4.626000000000005,1460,6835
380.0,2,1.5,1160,1648,2.0,0,0,3,7,1160,0,2002,0,200.5916,4.707000000000008,1458,2351
602.5,3,2.5,2620,4800,2.0,0,0,3,7,2620,0,2002,0,200.6849,4.962999999999994,2400,4756
330.0,4,2.25,2460,7620,1.0,0,0,3,7,1230,1230,1969,0,200.5285,4.655000000000001,2090,7620
434.5,3,2.75,1650,7272,1.0,0,0,4,7,1230,420,1972,0,200.7232,4.826000000000008,1770,7272
330.0,4,1.0,2410,6975,1.0,0,0,3,7,1510,900,1957,0,200.5692,4.704999999999998,1880,6255
895.0,2,1.75,3050,50965,2.0,0,0,3,10,3050,0,1991,0,200.6744,4.950000000000003,3050,40107
343.0,3,2.5,1690,1760,2.0,0,0,3,8,1410,280,2014,0,200.5387,4.632999999999996,1740,1760
380.0,3,2.0,2240,5200,1.0,0,0,3,7,1630,610,1954,0,200.6191,4.7039999999999935,1470,3775
305.0,3,2.5,1830,12750,2.0,0,0,3,7,1830,0,1991,0,200.5003,4.672000000000012,1610,10000
621.0,4,2.5,3440,6915,2.0,0,0,3,10,3440,0,2006,0,200.3538,4.996000000000009,3200,6915
296.0,3,2.25,1860,13939,1.0,0,0,4,7,1860,0,1961,0,200.3746,4.782999999999987,1530,10018
434.9,4,1.5,1820,17918,1.0,0,0,4,8,1190,630,1962,0,200.521,4.820999999999998,1890,15241
920.0,6,3.75,2930,14980,2.0,0,3,3,9,2930,0,2013,0,200.5441,4.882999999999996,3210,10787
640.0,3,2.5,3610,26359,1.0,0,0,3,8,1950,1660,1998,0,200.6306,5.032000000000012,2620,26427
428.0,3,1.75,1820,6038,1.0,0,0,4,7,1040,780,1952,0,200.5233,4.622000000000014,1700,6040
310.0,2,2.5,1590,2656,2.0,0,0,3,7,1220,370,2009,0,200.5489,4.63600000000001,1590,2306
225.0,3,1.0,1460,10200,1.0,0,0,4,7,1460,0,1957,0,200.4238,4.802999999999997,1460,8500
442.5,2,1.0,990,3120,1.0,0,2,5,7,790,200,1907,0,200.68,4.647000000000006,1930,3120
157.5,3,1.0,1090,3523,1.0,0,0,4,6,1090,0,1969,0,200.3161,4.817999999999998,1030,3200
494.0,3,3.0,3700,10375,2.0,0,0,3,9,3700,0,1982,0,200.4286,4.709000000000003,2130,9132
350.0,2,1.75,1820,8409,1.0,0,0,4,6,910,910,1948,0,200.7538,4.6729999999999885,1300,8409
742.5,4,2.5,3200,36276,2.0,0,0,3,9,3200,0,1993,0,200.6304,5.006,2930,33171
780.0,3,1.75,3520,12350,1.0,0,4,4,8,1530,1990,1960,0,200.5837,4.617999999999995,2140,7800
503.5,4,2.5,1910,7172,2.0,0,0,3,8,1910,0,1993,0,200.7615,4.6910000000000025,1630,10127
250.0,3,2.0,1410,5760,1.0,0,0,3,7,1410,0,1985,0,200.3702,4.814999999999999,1670,6222
240.0,6,3.0,2180,7956,2.0,0,0,3,7,2180,0,1980,0,200.3054,4.694999999999993,2214,7684
304.0,2,1.0,1070,189486,1.0,0,0,3,6,1070,0,1942,0,200.7199,4.915000000000006,1970,60548
440.0,3,1.75,1310,8065,1.0,0,0,4,6,1310,0,1948,0,200.701,4.632000000000005,1420,8100
1135.0,4,2.5,2660,11200,2.0,0,0,3,9,2660,0,1999,0,200.5894,4.802999999999997,3290,11275
370.0,3,1.75,1410,9150,1.0,0,0,5,7,1410,0,1959,0,200.5683,4.822000000000003,1800,9940
695.0,4,3.25,3730,11820,2.0,0,0,3,10,2460,1270,1990,0,200.5775,4.981000000000009,3680,10667
520.0,3,1.75,1810,5733,1.0,0,0,4,7,1010,800,1926,0,200.5709,4.612000000000009,1260,4680
341.0,3,2.25,2760,10160,1.0,0,0,3,8,2760,0,1969,0,200.4504,4.849999999999994,2760,9600
345.0,3,2.5,2690,8577,2.0,0,0,3,9,2690,0,1987,0,200.3026,4.649000000000001,2570,8066
600.0,4,2.25,2050,8372,2.0,0,0,4,8,2050,0,1984,0,200.7234,4.8929999999999865,2010,8037
210.0,2,1.0,1060,8000,1.0,0,0,3,6,1060,0,1941,0,200.5088,4.667000000000002,1390,8000
855.0,2,1.5,1800,4144,1.0,0,4,4,7,900,900,1962,0,200.5934,4.609999999999999,2090,4173
380.0,4,1.75,1680,6834,1.5,0,0,3,7,1680,0,1948,0,200.716,4.692999999999998,950,7425
325.0,2,2.25,1550,1827,2.0,0,0,3,8,1550,0,2008,0,200.5394,4.632000000000005,1420,1826
526.9,3,2.5,2100,12338,2.0,0,0,3,9,2100,0,1997,0,200.7412,4.832000000000008,2320,6257
390.0,4,3.0,2120,13000,2.0,0,0,4,8,2120,0,1978,0,200.4745,4.858999999999996,2180,11440
910.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,200.5873,4.751000000000005,1950,6045
1005.0,5,4.25,3920,16258,2.0,0,0,3,9,2900,1020,1990,0,200.5871,4.807999999999994,2540,12131
500.0,3,2.5,1860,3150,2.0,0,0,3,8,1860,0,2001,0,200.719,4.817999999999998,2050,3375
723.0,3,2.5,2070,7200,2.0,0,0,3,8,2070,0,2001,0,200.6946,4.7890000000000015,1650,8877
316.6,3,2.25,1358,1196,3.0,0,0,3,7,1358,0,2007,0,200.7052,4.653999999999996,1358,1196
529.0,4,1.0,1980,7015,1.0,0,0,3,7,1260,720,1973,0,200.7204,4.819999999999993,1570,7626
445.0,3,1.75,2000,11880,2.0,0,0,3,8,2000,0,1979,0,200.5882,4.947999999999993,1820,15120
450.0,4,2.5,2170,6000,2.0,0,0,3,7,1630,540,2008,0,200.5589,4.635000000000005,1720,5668
402.0,4,2.5,1790,6590,2.0,0,0,3,7,1790,0,2005,0,200.4829,4.872000000000014,1950,5180
297.0,3,2.5,1560,2740,2.0,0,0,3,8,1560,0,1999,0,200.4909,4.8460000000000045,1310,2698
424.35400000000004,5,2.75,2710,4500,2.0,0,0,3,8,2710,0,2014,0,200.3547,4.937999999999988,2710,4626
587.5,2,1.75,1990,6549,1.0,0,0,3,7,1170,820,1948,0,200.7,4.7039999999999935,1640,7202
475.0,6,1.75,2490,8732,1.5,0,0,4,8,2490,0,1966,0,200.7252,4.812999999999988,1840,8024
328.0,3,1.0,1590,7759,2.0,0,0,4,7,1590,0,1912,1984,200.5217,5.180999999999997,1600,7200
840.0,3,3.0,2790,12523,2.0,1,4,4,8,1600,1190,1977,0,200.3571,4.676000000000002,2990,11476
2255.0,3,4.25,5150,7800,2.5,0,2,3,11,4170,980,1954,0,200.6288,4.717999999999988,4270,7800
520.0,4,2.5,1800,4338,2.0,0,0,3,8,1800,0,2001,0,200.5962,4.984999999999999,1800,4507
680.0,3,3.0,2980,28000,1.0,0,0,3,10,1820,1160,1981,0,200.7318,4.861000000000004,2570,28500
297.5,3,2.25,1690,7320,2.0,0,0,3,7,1690,0,1987,0,200.3889,4.6839999999999975,1520,7450
1055.0,4,3.0,3080,10757,2.0,0,3,5,8,3080,0,1961,0,200.5671,4.841000000000008,2810,10757
1430.0,2,2.5,2220,4000,2.0,0,0,3,9,2220,0,2000,0,200.6364,4.719999999999999,1870,4000
510.0,3,1.0,1020,5410,1.0,0,0,4,7,880,140,1928,0,200.6924,4.689999999999999,1580,5376
367.0,1,1.0,890,211576,1.5,0,0,3,7,890,0,1996,0,200.7216,5.117000000000004,1670,217364
705.0,3,1.75,2010,4905,1.0,0,0,5,7,1230,780,1912,0,200.6105,4.6910000000000025,2210,1834
305.0,5,1.75,2110,8500,1.0,0,0,3,7,1100,1010,1962,0,200.7737,4.650000000000006,2020,8500
645.5,2,1.75,1640,6750,1.0,0,0,4,8,1340,300,1939,0,200.7068,4.692000000000006,1760,7490
254.0,4,1.75,1630,8410,1.5,0,0,5,7,1630,0,1943,0,200.4538,4.712000000000003,1390,8410
765.75,3,2.5,3190,49137,2.0,0,0,3,9,3190,0,1988,0,200.6027,4.957000000000008,3240,53143
440.0,3,2.5,1420,2581,3.0,0,0,3,7,1420,0,2004,0,200.7027,4.6429999999999865,1420,2509
390.0,3,2.25,1710,11500,1.0,0,0,3,7,1210,500,1978,0,200.7675,4.732999999999991,1800,11500
754.95,4,2.75,2600,6050,2.0,0,0,5,8,1960,640,1949,0,200.5656,4.599999999999994,1990,6050
885.0,4,2.5,3070,8250,1.0,0,0,5,8,2100,970,1958,0,200.5935,4.827999999999988,2270,8800
200.0,2,1.0,1080,3899,1.0,0,0,4,8,1080,0,1972,0,200.3792,4.679000000000002,1090,3899
386.0,2,2.0,1340,4447,1.0,0,0,3,8,1340,0,2004,0,200.7175,4.967000000000013,1350,4458
525.0,3,1.75,2300,35722,1.0,0,0,3,9,2300,0,1984,0,200.7455,4.887999999999991,2600,34798
420.0,2,1.0,1460,4200,1.0,0,0,4,6,880,580,1914,0,200.6774,4.638999999999996,1540,4200
377.0,3,1.0,2298,10140,1.0,0,0,3,7,2298,0,1969,0,200.6909,4.917000000000002,2580,24724
395.0,3,1.0,1000,6947,1.0,0,0,3,7,1000,0,1947,0,200.7142,4.680999999999997,1000,6947
330.0,3,2.0,2330,4950,1.5,0,0,3,6,1430,900,1900,0,200.5585,4.709999999999994,1160,5115
570.0,2,1.75,1740,4736,1.5,0,2,4,7,1040,700,1907,0,200.5994,4.712999999999994,2020,4215
370.0,2,1.5,790,1123,2.0,0,0,3,8,700,90,2003,0,200.651,4.632000000000005,1370,1281
225.0,3,1.0,1230,9720,1.0,0,0,5,7,1230,0,1969,0,200.3266,4.862000000000009,1230,9720
420.0,4,2.5,2150,8173,2.0,0,0,3,8,2150,0,1987,0,200.511,4.847000000000008,2080,7620
575.0,4,1.0,1490,6000,1.5,0,0,3,7,1490,0,1918,0,200.5518,4.614999999999995,1700,6000
410.1,2,1.0,840,3522,1.0,0,0,3,6,840,0,1947,0,200.6575,4.605000000000004,1390,4800
520.0,5,1.75,1880,48787,2.0,0,0,3,6,1880,0,1922,0,200.5094,4.834999999999994,1690,8401
522.85,5,2.75,3050,7500,1.0,0,0,4,8,1800,1250,1966,0,200.7249,4.812999999999988,2060,7848
214.95,3,1.5,1380,11130,1.0,0,0,3,7,1380,0,1960,0,200.3146,4.677000000000007,1380,9200
613.0,3,1.5,2240,3750,1.0,0,0,3,7,1220,1020,1952,0,200.6624,4.6640000000000015,1570,3400
430.0,2,1.0,1270,6000,1.0,0,0,3,7,1270,0,1939,0,200.6482,4.6070000000000135,1770,6000
467.0,5,1.75,2840,10220,1.0,0,0,4,7,2210,630,1954,0,200.764,4.6400000000000015,2000,9750
345.5,3,1.0,1770,12458,1.0,0,0,3,7,1770,0,1957,0,200.7715,4.730000000000004,2000,8225
210.0,3,1.0,860,7467,1.0,0,0,3,6,860,0,1944,0,200.4947,4.762999999999991,1280,7467
695.0,4,2.5,2120,8448,2.0,0,0,4,9,2120,0,1989,0,200.5654,4.989999999999995,2140,8122
305.0,3,1.0,970,12300,1.0,0,0,3,7,970,0,1982,0,200.7335,4.772999999999996,2040,9994
504.99,4,2.75,2910,6334,2.0,0,0,3,8,2910,0,2013,0,200.4826,5.228999999999999,2790,6352
210.0,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,200.481,4.707999999999998,1330,6099
357.0,3,2.5,2090,3002,2.0,0,0,3,7,1670,420,2005,0,200.745,5.0160000000000045,2090,3163
334.0,2,2.5,980,1020,3.0,0,0,3,8,980,0,2008,0,200.6844,4.613,980,1023
1325.0,4,5.25,6110,10369,2.0,0,0,3,11,6110,0,2005,0,200.5285,4.864999999999995,4190,10762
590.0,3,2.5,2160,1250,3.0,0,0,3,8,1830,330,2010,0,200.6515,4.625,1870,2825
150.0,3,1.0,1010,5490,1.0,0,0,3,6,1010,0,1954,0,200.4762,4.707000000000008,1740,10658
219.0,3,1.0,1020,9147,1.0,0,0,4,6,1020,0,1900,1965,200.3127,4.997999999999991,1600,9700
455.0,2,1.75,1250,2890,1.0,0,0,4,7,790,460,1920,0,200.6795,4.647000000000006,1500,3225
415.0,3,1.75,1440,7112,1.0,0,0,3,7,1180,260,1979,0,200.7304,4.772999999999996,1570,9152
297.5,2,1.0,750,5026,1.0,0,0,4,6,750,0,1942,0,200.5368,4.626000000000005,1260,5040
297.0,3,1.75,1320,6600,1.0,0,0,3,7,1320,0,1988,0,200.4838,4.670000000000002,1070,6594
675.0,4,3.0,2500,5000,1.5,0,0,4,7,1460,1040,1926,0,200.6895,4.668999999999997,1720,4500
645.0,3,3.5,1740,1975,2.0,0,3,3,8,1310,430,1998,0,200.6085,4.688999999999994,1740,1975
810.0,5,2.5,3320,7266,2.0,0,0,3,9,3320,0,2000,0,200.5862,4.945999999999998,3060,10269
405.0,2,1.0,1470,6120,1.0,0,0,2,7,1470,0,1940,0,200.6914,4.712999999999994,1840,6120
467.5,6,3.0,2390,4000,2.0,0,0,3,7,2390,0,2014,0,200.5173,4.713999999999999,1680,5000
205.0,4,2.0,1920,4822,1.0,0,0,2,6,920,1000,1914,0,200.5507,4.619,1120,4822
1115.0,5,3.25,3350,4000,2.0,0,0,4,8,2510,840,1997,0,200.6645,4.709000000000003,1620,4000
930.0,5,3.5,4050,13495,1.0,0,2,4,9,2230,1820,1988,0,200.4384,4.647999999999996,3210,13495
265.0,4,2.5,2110,8990,2.0,0,0,3,8,2110,0,1977,0,200.4457,4.872999999999991,2040,8800
475.0,3,2.25,1780,8784,1.0,0,0,3,7,1230,550,1977,0,200.701,4.827999999999988,1780,7704
455.0,4,2.5,2820,15233,1.0,0,2,4,9,1820,1000,1972,0,200.3426,4.679000000000002,2560,11998
333.0,3,2.0,2250,7904,1.5,0,0,3,8,2250,0,1998,0,200.3165,4.747999999999991,2460,8622
455.0,3,1.75,1400,13775,1.0,0,0,3,8,1400,0,1963,0,200.7413,4.7410000000000005,2200,10450
420.0,4,2.0,1800,2970,1.0,0,0,4,7,1000,800,1923,0,200.6833,4.687999999999988,1690,3801
175.0,3,0.75,1040,42180,1.0,0,0,2,6,1040,0,1947,0,200.4518,4.801000000000002,1270,24090
827.0,4,2.5,2683,40386,2.0,0,0,4,9,2683,0,1987,0,200.6982,4.862000000000009,2683,34800
444.95,2,2.0,1440,4666,1.0,0,0,3,8,1440,0,2010,0,200.709,4.981000000000009,1510,4595
205.0,2,1.0,1000,6227,1.0,0,0,3,6,1000,0,1949,0,200.513,4.667000000000002,1240,6250
782.0,4,2.5,3170,9900,2.0,0,0,4,8,3170,0,1979,0,200.6181,4.852999999999994,2540,12400
1135.0,4,3.25,3810,8519,1.0,0,1,3,10,2680,1130,2007,0,200.699,4.792999999999992,3240,10748
534.0,4,1.75,2800,90169,2.0,0,0,3,7,2800,0,1934,1985,200.5204,5.1710000000000065,1600,27194
420.0,4,3.5,3040,7125,2.0,0,1,3,8,2240,800,2002,0,200.492,4.775000000000006,2220,7800
500.5,3,2.5,3190,7828,2.0,0,0,3,9,3190,0,2006,0,200.5047,4.856000000000009,2970,7828
994.0,6,4.5,3830,4800,3.0,0,0,3,9,3050,780,1919,2004,200.6404,4.638999999999996,1990,4800
827.0,3,2.0,2410,13300,2.0,0,0,3,9,1840,570,1985,0,200.5632,4.852000000000004,2930,10900
815.0,4,2.5,2910,6555,2.0,0,0,3,9,2910,0,2005,0,200.6659,4.827999999999988,2910,10419
401.0,3,1.0,1500,12616,1.0,0,0,3,7,1500,0,1967,0,200.7415,4.899000000000001,1820,13950
800.0,4,3.5,3200,3250,2.0,0,0,3,9,2670,530,2007,0,200.5515,5.0,3400,3663
350.0,3,1.5,1240,11200,1.0,0,0,4,7,1240,0,1954,0,200.5716,4.862000000000009,1240,11008
610.0,2,2.0,1270,5500,1.5,0,0,4,8,1270,0,1921,0,200.6121,4.706000000000003,1870,4400
670.0,4,2.5,2790,43091,2.0,0,0,4,9,2790,0,1989,0,200.7759,4.920000000000002,2750,35290
685.0,4,2.5,2830,8399,2.0,0,0,3,9,2830,0,1998,0,200.5851,4.966000000000008,2520,6890
487.0,3,1.75,2300,16474,1.0,0,0,3,7,1220,1080,1984,0,200.7609,4.856000000000009,1940,15601
335.0,2,2.0,1550,435600,1.5,0,0,2,7,1550,0,1972,0,200.5145,5.147000000000006,1600,217800
170.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,200.4897,4.760000000000005,1020,7138
1800.0,5,3.25,5270,17232,2.0,0,1,3,10,4010,1260,1977,2003,200.5536,4.772000000000006,3550,13917
465.0,4,3.5,2870,3225,2.0,0,3,3,9,2070,800,2006,0,200.5009,4.775000000000006,1770,6450
455.0,3,1.5,2330,11740,1.0,0,0,3,8,1330,1000,1954,0,200.7481,4.707999999999998,2630,11740
395.0,3,1.75,1870,40250,1.0,0,0,5,7,1870,0,1959,0,200.4038,4.963999999999999,1870,40250
880.0,2,2.5,2720,4913,1.0,0,1,4,8,1700,1020,1936,0,200.6384,4.5960000000000045,2520,5303
787.5,4,2.5,2930,7806,2.0,0,0,3,9,2930,0,2005,0,200.6219,4.975999999999999,2600,6051
384.95,4,2.5,2580,4818,2.0,0,0,3,8,2580,0,2005,0,200.3607,4.962000000000003,2570,5386
805.0,6,1.0,1430,20620,2.0,0,0,3,7,1430,0,1954,0,200.6255,4.790999999999997,2450,10080
530.0,5,2.75,2880,8364,2.0,0,0,3,9,2880,0,2006,0,200.4893,4.852999999999994,3010,8296
1105.0,3,2.25,2420,7200,1.0,0,0,3,8,1420,1000,1948,0,200.6867,4.724999999999994,2500,7200
640.0,3,1.75,1530,5000,1.0,0,2,3,7,1020,510,1948,0,200.6806,4.6400000000000015,1530,5000
444.108,2,1.5,1130,1340,2.0,0,0,3,8,910,220,2008,0,200.5761,4.590000000000003,1310,1340
895.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,200.6354,4.647000000000006,2200,4000
166.5,3,1.0,1220,6000,1.0,0,0,5,7,1220,0,1961,0,200.2811,4.786000000000001,1420,13137
504.95,5,3.5,3200,43560,2.0,0,0,3,7,3200,0,1989,0,200.475,4.907000000000012,2730,43560
835.0,2,1.0,1150,6000,1.0,0,1,4,7,710,440,1921,0,200.6841,4.787000000000006,2450,7200
258.0,4,2.0,1910,7826,1.0,0,0,4,7,1140,770,1973,0,200.3493,4.694000000000003,1540,7826
695.5,4,2.75,3130,8920,2.0,0,0,3,8,3130,0,2014,0,200.7397,4.6839999999999975,1450,9183
233.0,2,1.0,1800,9236,1.0,0,0,3,7,1800,0,1954,0,200.3792,4.802000000000007,1730,5701
587.5,2,2.0,1540,6804,1.0,0,0,5,7,1020,520,1942,0,200.7044,4.627999999999986,1380,6930
245.0,4,2.0,1750,7800,1.0,0,0,4,6,1750,0,1944,0,200.4791,4.6529999999999925,1270,7800
420.0,3,1.75,2380,5650,1.0,0,2,4,8,1190,1190,1956,0,200.5119,4.7450000000000045,2350,6554
736.7810000000001,3,3.0,2630,4972,2.0,0,0,3,9,2630,0,2006,0,200.693,4.867000000000004,2880,4972
1280.0,4,3.5,5844,10766,2.0,0,1,3,11,5844,0,2007,0,200.3293,4.63600000000001,3413,10766
390.0,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,1969,0,200.4058,5.006,1560,50965
400.0,4,2.5,2250,6840,2.0,0,0,3,9,2250,0,1987,0,200.4398,4.8489999999999895,2480,7386
394.0,3,1.75,1400,10018,1.0,0,0,4,7,1400,0,1962,0,200.5327,4.967999999999988,1350,9300
329.9,4,2.25,2010,7280,2.0,0,0,4,8,2010,0,1988,0,200.3585,4.713999999999999,1660,7579
602.1569999999999,7,4.0,2690,10880,1.0,0,0,4,8,2690,0,1960,0,200.6787,4.832000000000008,1840,10836
610.0,4,3.25,2885,33671,2.0,0,0,4,8,2885,0,1984,0,200.5174,4.9539999999999935,1910,16000
464.0,5,2.5,2650,12987,1.0,0,0,4,7,1350,1300,1979,0,200.7482,4.756,2160,12726
355.0,4,2.25,2390,13002,2.0,0,0,3,8,2390,0,1987,0,200.3111,4.650000000000006,2450,11200
430.0,4,2.0,1330,9188,1.5,0,0,3,7,1330,0,1928,2004,200.401,4.680999999999997,1770,10419
1505.0,4,3.25,3860,7199,2.0,0,1,3,9,2870,990,2005,0,200.6855,4.731000000000009,2940,9600
530.0,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,200.6847,4.709000000000003,1670,4590
253.0,3,2.5,2120,6840,1.0,0,0,3,7,1220,900,1984,0,200.278,4.855000000000004,1820,8200
610.0,3,2.5,2460,138085,2.0,0,0,4,9,2460,0,1977,0,200.4572,4.992999999999995,2090,219542
920.0,3,2.75,2800,9750,1.0,0,0,5,7,1400,1400,1957,0,200.5862,4.7979999999999885,2800,9530
685.0,8,2.75,2530,4800,2.0,0,0,4,7,1390,1140,1901,0,200.6241,4.694999999999993,1540,4800
446.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979,0,200.7319,4.7760000000000105,1710,8152
250.0,2,1.5,690,1058,2.0,0,0,3,7,690,0,2005,0,200.6951,4.657000000000012,690,1058
364.999,4,2.25,3220,7700,2.0,0,0,4,8,3220,0,1976,0,200.3188,4.6200000000000045,2570,7700
400.0,4,1.75,1910,8117,1.0,0,0,3,7,1460,450,1975,0,200.7344,4.827000000000012,1810,8100
912.5,4,2.5,2770,8642,2.0,0,0,4,9,2770,0,1987,0,200.6599,4.853999999999999,2670,9000
1015.0,3,2.5,2860,5805,2.0,0,0,3,9,2860,0,1999,0,200.6218,4.840000000000003,2360,5832
270.05,2,1.5,800,2119,2.0,0,0,3,7,800,0,2008,0,200.554,4.637999999999991,1020,4800
910.0,4,2.5,3520,12193,2.0,0,0,4,10,3520,0,1993,0,200.5535,4.905000000000001,3470,11318
375.0,3,2.75,1750,9166,1.0,0,0,4,7,1170,580,1979,0,200.7696,4.674999999999997,1810,8760
492.0,4,2.5,2540,5001,2.0,0,0,3,9,2540,0,2005,0,200.5423,4.697999999999993,2360,6834
258.0,3,2.5,2020,6564,1.0,0,0,3,7,1310,710,1994,0,200.3545,4.842000000000013,1710,5151
308.5,3,1.5,1060,10464,1.0,0,0,4,7,1060,0,1973,0,200.7313,4.771000000000001,1420,10464
580.0,4,2.5,3020,17810,1.0,0,0,3,9,1600,1420,1979,0,200.7735,4.718999999999994,2500,15815
324.99,4,2.5,2120,5293,2.0,0,0,3,7,2120,0,2003,0,200.4217,4.798999999999992,1990,5313
410.0,3,2.5,1500,9636,2.0,0,0,3,7,1500,0,1994,0,200.75,4.823999999999998,1700,9656
605.0,3,1.75,2300,12682,1.0,0,2,3,8,2300,0,1955,0,200.7588,4.730000000000004,2720,14643
565.0,3,3.0,4120,60392,2.0,0,2,3,9,3180,940,1994,0,200.6804,5.087000000000003,2770,64033
185.0,2,1.0,960,87991,1.5,0,0,3,5,960,0,1946,0,200.63,5.099999999999994,1940,392040
360.0,4,1.0,1440,7215,1.5,0,0,3,7,1440,0,1969,0,200.7133,4.787999999999997,1150,7215
202.5,3,1.0,980,3090,1.5,0,0,3,6,980,0,1903,0,200.5525,4.722999999999999,980,3090
329.95,3,1.0,1210,7440,1.0,0,0,3,7,1210,0,1949,0,200.7402,4.677000000000007,1120,7440
455.0,3,2.25,1620,997,2.5,0,0,3,8,1540,80,2012,0,200.5394,4.972999999999999,1620,1068
765.0,4,2.25,3300,8365,3.0,0,0,3,9,3300,0,2014,0,200.5363,4.622999999999991,1290,8369
335.0,3,1.0,980,7000,1.0,0,0,3,6,980,0,1953,0,200.7617,4.6429999999999865,1220,7000
1270.0,4,3.25,3640,3604,2.0,0,2,5,9,1960,1680,1913,0,200.6145,4.716000000000008,1940,4600
339.999,3,2.5,1650,13816,2.0,0,0,3,7,1650,0,1998,0,200.6553,5.087000000000003,1630,18750
470.0,3,1.75,1510,4800,1.0,0,2,3,7,860,650,1925,2011,200.5667,4.627999999999986,1510,4800
1105.0,4,2.5,3830,13800,1.0,0,4,4,9,2030,1800,1969,0,200.5671,4.842999999999988,3460,9875
983.0,3,1.5,2390,4000,1.5,0,0,3,9,1690,700,1936,0,200.6604,4.719999999999999,2350,4000
805.0,4,1.75,2150,9148,1.0,0,0,4,7,2150,0,1955,0,200.5828,4.802999999999997,2370,9148
580.0,3,1.75,1720,4050,1.0,0,0,5,7,860,860,1906,0,200.6782,4.686000000000006,1720,4410
330.0,2,1.0,960,4800,1.5,0,0,2,6,960,0,1912,0,200.5752,4.588999999999999,1440,4800
761.45,4,2.0,3210,8400,1.5,0,0,5,7,2040,1170,1914,0,200.5322,4.608999999999996,2540,6458
862.326,3,3.5,3940,11632,2.0,0,0,3,10,3940,0,2014,0,200.438,4.656000000000006,2015,11632
330.0,4,2.5,2280,9899,2.0,0,0,3,8,2280,0,1987,0,200.461,4.852000000000004,1970,9451
740.0,5,2.75,3390,5211,2.0,0,0,3,9,3390,0,2004,0,200.5977,5.018999999999991,3210,5211
336.5,4,1.75,1700,14756,1.0,0,0,3,7,850,850,1955,0,200.5762,4.8570000000000135,1680,10250
468.0,3,2.5,2190,17108,2.0,0,0,3,8,2190,0,1991,0,200.7321,5.036000000000001,2400,14040
850.0,4,2.75,3160,7143,1.5,0,0,3,8,2100,1060,1933,0,200.6513,4.593999999999994,2200,6122
650.0,4,2.5,2860,14000,2.0,0,0,3,8,2860,0,1995,0,200.7306,5.027000000000001,2650,14564
410.0,2,0.75,1160,15029,1.0,0,0,4,6,870,290,1937,0,200.6929,5.1299999999999955,1870,25346
540.0,3,1.0,1660,5100,1.0,0,0,3,7,1260,400,1957,0,200.5323,4.617000000000004,1230,5100
864.0,4,2.25,3550,13900,1.0,0,0,3,8,1830,1720,2010,0,200.5681,4.872999999999991,2770,12200
495.0,2,1.75,1670,4200,2.0,0,0,3,7,1670,0,1912,0,200.5862,4.613,1340,2875
279.95,3,1.75,1840,16679,1.0,0,0,3,8,1840,0,1989,0,200.3207,4.724999999999994,1910,15571
